Experiment,idnumber,age,ethnicity,education,gender,condition,lineup1,lineup2,lineup3,lineup4,lineup5,lineup6,targetPresent,participantTargetPresent,participantSelection,accuracy,participantIDdecision,accuracyInnocentSupsect,confidence,question1ans_How many people were in the video?,question1acc,include
Exp1,2595,22,WhiteEuropean,4-Year College Degree (BA BS),Female,1,39,27,16,65,110,37,1,0,Not present,0,Incorrect Reject,NA,20,1,1,yes
Exp1,2596,28,AsianIndian,4-Year College Degree (BA BS),Female,2,110,39,50,100,92,83,0,1,110,0,False ID,0,60,1,1,yes
Exp1,2597,23,BlackAfrican,Masters Degree,Female,1,48,33,101,43,110,76,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Exp1,2598,27,WhiteEuropean,Masters Degree,Female,3,57,37,36,65,110,43,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2600,57,WhiteEuropean,2-Year College Degree (Associates),Female,1,37,99,110,109,49,70,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,2601,34,WhiteEuropean,4-Year College Degree (BA BS),Female,1,110,17,55,9,88,48,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Exp1,2602,35,BlackAfrican,Doctoral Degree,Male,1,109,41,66,96,1,110,0,1,109,0,Filler ID,NA,60,1,1,yes
Exp1,2603,20,WhiteEuropean,High School/GED,Male,2,67,19,96,57,110,50,0,0,Not present,1,Correct Reject,NA,20,1,1,yes
Exp1,2605,42,WhiteEuropean,Masters Degree,Female,1,61,25,103,110,70,66,1,0,Not present,0,Incorrect Reject,NA,50,1,1,yes
Exp1,2606,32,WhiteEuropean,4-Year College Degree (BA BS),Female,1,110,1,41,24,6,87,0,1,1,0,Filler ID,NA,70,1,1,yes
Exp1,2607,19,Mixed Ethnicity,High School/GED,Male,2,65,40,39,110,100,41,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,2608,41,WhiteEuropean,4-Year College Degree (BA BS),Female,3,69,77,46,82,110,8,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2609,34,WhiteEuropean,4-Year College Degree (BA BS),Male,2,110,36,89,10,33,23,0,1,110,0,False ID,0,80,1,1,yes
Exp1,2610,44,WhiteEuropean,Currently Attending College,Male,1,31,38,69,93,13,110,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2611,34,WhiteEuropean,ProfessioNULLl Degree (MD JD),Female,3,19,96,21,110,4,68,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,2612,29,WhiteEuropean,4-Year College Degree (BA BS),Female,2,61,8,100,110,14,77,0,1,77,0,Filler ID,NA,80,1,1,yes
Exp1,2613,20,Other,Currently Attending College,Female,2,110,96,13,104,64,33,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,2615,33,LatinHispanic,2-Year College Degree (Associates),Female,2,78,45,70,32,19,110,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2616,34,WhiteEuropean,4-Year College Degree (BA BS),Male,3,74,110,63,49,91,58,0,1,91,0,Filler ID,NA,50,1,1,yes
Exp1,2617,21,WhiteEuropean,Currently Attending College,Female,3,81,102,110,65,80,101,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Exp1,2618,41,WhiteEuropean,4-Year College Degree (BA BS),Male,1,52,26,81,62,110,90,0,1,90,0,Filler ID,NA,30,1,1,yes
Exp1,2619,58,WhiteEuropean,ProfessioNULLl Degree (MD JD),Female,2,64,48,1,58,31,110,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2620,38,WhiteEuropean,4-Year College Degree (BA BS),Male,3,75,110,105,60,58,79,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Exp1,2621,27,AsianIndian,ProfessioNULLl Degree (MD JD),Male,3,110,102,101,106,97,98,0,1,97,0,Filler ID,NA,80,3,0,no
Exp1,2622,24,LatinHispanic,2-Year College Degree (Associates),Female,2,6,58,57,90,56,110,1,1,90,0,Filler ID,NA,70,1,1,yes
Exp1,2623,52,WhiteEuropean,High School/GED,Male,3,110,96,77,10,26,79,1,1,110,1,Correct ID,1,50,1,1,yes
Exp1,2624,19,WhiteEuropean,Currently Attending College,Male,1,92,15,86,46,110,67,0,1,86,0,Filler ID,NA,40,1,1,yes
Exp1,2625,19,WhiteEuropean,Currently Attending College,Male,1,8,75,110,99,27,76,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Exp1,2626,34,BlackAfrican,ProfessioNULLl Degree (MD JD),Male,2,110,53,103,67,28,58,0,1,53,0,Filler ID,NA,80,1,1,yes
Exp1,2627,57,WhiteEuropean,High School/GED,Male,1,90,27,102,66,56,110,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,2628,30,WhiteEuropean,2-Year College Degree (Associates),Male,3,68,64,104,78,98,110,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,2629,37,WhiteEuropean,Masters Degree,Female,2,110,84,33,100,97,11,1,1,97,0,Filler ID,NA,20,1,1,yes
Exp1,2630,28,LatinHispanic,Currently Attending College,Male,2,47,110,29,6,36,88,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2631,31,AsianIndian,4-Year College Degree (BA BS),Male,3,38,55,25,69,110,30,0,1,38,0,Filler ID,NA,50,1,1,yes
Exp1,2632,47,WhiteEuropean,2-Year College Degree (Associates),Male,2,110,21,67,74,53,37,0,1,21,0,Filler ID,NA,70,1,1,yes
Exp1,2633,24,WhiteEuropean,4-Year College Degree (BA BS),Female,2,9,10,84,51,75,110,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,2634,22,LatinHispanic,4-Year College Degree (BA BS),Female,1,110,18,99,101,35,71,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Exp1,2635,20,AsianIndian,High School/GED,Male,3,49,110,65,76,69,72,1,1,49,0,Filler ID,NA,50,1,1,yes
Exp1,2638,36,AsianIndian,Masters Degree,Female,1,110,65,39,103,48,46,1,1,65,0,Filler ID,NA,80,1,1,yes
Exp1,2639,21,WhiteEuropean,2-Year College Degree (Associates),Female,2,13,10,40,110,12,104,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Exp1,2640,19,Other,Currently Attending College,Female,3,10,107,110,51,63,44,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,2641,32,WhiteEuropean,Masters Degree,Male,2,64,26,110,74,10,23,1,1,110,1,Correct ID,1,50,1,1,yes
Exp1,2642,44,BlackAfrican,High School/GED,Female,1,110,80,102,4,40,73,1,1,102,0,Filler ID,NA,50,1,1,yes
Exp1,2643,45,WhiteEuropean,4-Year College Degree (BA BS),Male,2,61,87,62,110,34,12,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,2644,25,Other,4-Year College Degree (BA BS),Male,2,87,80,48,49,110,91,1,1,110,1,Correct ID,1,30,1,1,yes
Exp1,2645,44,WhiteEuropean,High School/GED,Female,1,72,67,110,59,82,88,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,2648,33,WhiteEuropean,4-Year College Degree (BA BS),Male,3,91,108,63,8,30,110,0,1,91,0,Filler ID,NA,30,1,1,yes
Exp1,2652,27,WhiteEuropean,4-Year College Degree (BA BS),Female,3,97,37,6,110,19,22,1,1,22,0,Filler ID,NA,60,1,1,yes
Exp1,2657,35,WhiteEuropean,4-Year College Degree (BA BS),Male,1,15,110,78,46,70,90,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,2658,29,NULLtive American,2-Year College Degree (Associates),NR,1,89,110,26,109,87,76,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,2659,24,BlackAfrican,4-Year College Degree (BA BS),Female,1,38,90,4,43,110,25,1,1,110,1,Correct ID,1,80,2,0,no
Exp1,2660,22,WhiteEuropean,NR,Male,1,24,73,95,110,9,67,1,1,73,0,Filler ID,NA,80,1,1,yes
Exp1,2661,27,WhiteEuropean,4-Year College Degree (BA BS),Female,1,49,110,8,82,70,21,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,2662,60,BlackAfrican,4-Year College Degree (BA BS),Male,2,56,39,108,106,45,110,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2664,30,AsianIndian,2-Year College Degree (Associates),Male,2,110,98,16,44,89,100,1,1,110,1,Correct ID,1,100,1,1,yes
Exp1,2665,30,WhiteEuropean,Masters Degree,Male,3,98,57,91,21,10,110,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,2666,42,WhiteEuropean,Masters Degree,Male,2,55,43,110,88,61,14,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,2667,30,WhiteEuropean,2-Year College Degree (Associates),Male,1,110,58,54,68,15,4,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2668,46,Other,High School/GED,Male,3,110,43,50,102,55,94,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2670,61,WhiteEuropean,High School/GED,Female,1,87,67,110,56,47,48,0,1,56,0,Filler ID,NA,50,1,1,yes
Exp1,2672,26,BlackAfrican,4-Year College Degree (BA BS),Male,3,110,33,53,20,12,91,0,1,91,0,Filler ID,NA,80,1,1,yes
Exp1,2673,25,WhiteEuropean,Currently Attending College,Female,3,9,35,25,6,15,110,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,2674,26,BlackAfrican,4-Year College Degree (BA BS),Male,2,2,38,40,110,48,109,0,1,48,0,Filler ID,NA,70,1,1,yes
Exp1,2675,28,WhiteEuropean,Masters Degree,Female,1,35,106,110,28,57,58,0,0,Not present,1,Correct Reject,NA,40,1,1,yes
Exp1,2676,36,AsianIndian,Masters Degree,Male,3,75,110,22,12,76,74,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Exp1,2677,61,WhiteEuropean,Masters Degree,Female,2,109,102,9,58,35,110,1,1,9,0,Filler ID,NA,70,1,1,yes
Exp1,2678,37,WhiteEuropean,4-Year College Degree (BA BS),Female,1,79,6,13,110,64,74,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2679,37,WhiteEuropean,High School/GED,Male,2,31,24,59,1,88,110,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,2680,32,BlackAfrican,Masters Degree,Female,1,110,11,96,10,59,43,0,1,110,0,False ID,0,60,1,1,yes
Exp1,2681,30,WhiteEuropean,4-Year College Degree (BA BS),Female,1,90,110,20,66,99,68,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Exp1,2682,33,AsianIndian,4-Year College Degree (BA BS),Male,2,37,60,110,93,54,44,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2683,31,WhiteEuropean,4-Year College Degree (BA BS),Female,3,23,57,1,110,18,51,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2684,57,WhiteEuropean,4-Year College Degree (BA BS),Female,3,99,2,110,50,24,17,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,2688,27,WhiteEuropean,4-Year College Degree (BA BS),Female,1,77,81,54,49,110,71,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Exp1,2689,19,WhiteEuropean,High School/GED,Male,3,107,41,94,50,22,110,0,1,107,0,Filler ID,NA,70,1,1,yes
Exp1,2692,27,WhiteEuropean,4-Year College Degree (BA BS),Female,2,17,80,33,88,110,43,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Exp1,2694,21,WhiteEuropean,Currently Attending College,Male,3,110,69,73,99,67,6,1,1,110,1,Correct ID,1,40,1,1,yes
Exp1,2696,62,WhiteEuropean,Masters Degree,Female,1,52,110,70,15,45,87,0,1,45,0,Filler ID,NA,10,1,1,yes
Exp1,2697,31,WhiteEuropean,Masters Degree,Male,1,105,110,51,85,92,74,0,1,51,0,Filler ID,NA,90,1,1,yes
Exp1,2698,29,WhiteEuropean,4-Year College Degree (BA BS),Female,1,37,110,40,99,94,90,1,1,110,1,Correct ID,1,100,1,1,yes
Exp1,2699,45,AsianIndian,4-Year College Degree (BA BS),Female,2,40,110,36,98,23,30,0,1,30,0,Filler ID,NA,90,1,1,yes
Exp1,2701,25,Mixed Ethnicity,Currently Attending College,Male,3,110,93,95,100,82,19,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,2702,31,WhiteEuropean,High School/GED,Male,2,57,110,63,50,6,87,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2703,34,WhiteEuropean,4-Year College Degree (BA BS),Female,3,20,57,104,110,31,93,1,1,110,1,Correct ID,1,60,1,1,yes
Exp1,2704,18,WhiteEuropean,ProfessioNULLl Degree (MD JD),Male,1,63,110,82,32,69,41,1,1,110,1,Correct ID,1,60,1,1,yes
Exp1,2705,35,WhiteEuropean,High School/GED,Female,1,14,79,22,8,62,110,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2706,19,WhiteEuropean,Currently Attending College,Female,1,86,23,18,22,37,110,0,1,18,0,Filler ID,NA,40,1,1,yes
Exp1,2707,24,Mixed Ethnicity,High School/GED,Female,1,86,110,85,106,68,71,1,1,86,0,Filler ID,NA,70,1,1,yes
Exp1,2708,28,WhiteEuropean,4-Year College Degree (BA BS),Male,2,20,82,36,74,110,96,0,1,20,0,Filler ID,NA,50,1,1,yes
Exp1,2709,18,BlackAfrican,Less than High School,Male,1,110,54,78,62,12,19,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Exp1,2711,37,WhiteEuropean,4-Year College Degree (BA BS),Female,2,16,80,71,106,69,110,1,1,110,1,Correct ID,1,50,1,1,yes
Exp1,2712,19,WhiteEuropean,High School/GED,Male,2,51,109,39,11,46,110,0,1,39,0,Filler ID,NA,90,1,1,yes
Exp1,2713,38,AsianIndian,4-Year College Degree (BA BS),Female,2,27,54,88,110,5,34,0,1,54,0,Filler ID,NA,70,1,1,yes
Exp1,2714,35,BlackAfrican,High School/GED,Male,2,110,7,14,42,45,108,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Exp1,2716,25,WhiteEuropean,High School/GED,Female,3,110,107,2,88,49,12,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,2717,37,WhiteEuropean,4-Year College Degree (BA BS),Female,1,110,37,22,73,5,45,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,2720,34,WhiteEuropean,2-Year College Degree (Associates),Male,1,89,59,78,4,110,49,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2721,55,WhiteEuropean,2-Year College Degree (Associates),Male,2,41,110,79,35,67,53,1,1,67,0,Filler ID,NA,60,1,1,yes
Exp1,2724,23,WhiteEuropean,4-Year College Degree (BA BS),Male,2,24,80,37,81,110,15,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,2725,56,WhiteEuropean,Masters Degree,Male,3,1,26,6,110,83,48,0,0,Not present,1,Correct Reject,NA,40,1,1,yes
Exp1,2726,31,WhiteEuropean,High School/GED,Female,2,80,106,72,69,47,110,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,2727,27,AsianIndian,Masters Degree,Male,1,73,26,38,101,110,98,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,2728,51,BlackAfrican,Masters Degree,Female,1,65,27,110,42,39,96,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2729,39,WhiteEuropean,Masters Degree,Female,3,80,110,97,43,27,62,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Exp1,2730,48,WhiteEuropean,4-Year College Degree (BA BS),Male,3,110,3,92,31,30,67,0,1,3,0,Filler ID,NA,60,1,1,yes
Exp1,2731,29,WhiteEuropean,4-Year College Degree (BA BS),Male,1,91,92,75,110,74,64,1,1,110,1,Correct ID,1,100,1,1,yes
Exp1,2734,47,WhiteEuropean,2-Year College Degree (Associates),Female,3,110,46,8,61,20,107,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Exp1,2736,35,WhiteEuropean,Doctoral Degree,Male,2,110,66,109,12,5,36,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2737,23,WhiteEuropean,High School/GED,Female,2,7,45,22,91,107,110,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,2738,25,WhiteEuropean,High School/GED,Female,2,110,104,19,76,66,88,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,2739,30,WhiteEuropean,Currently Attending College,Female,2,78,16,110,48,3,60,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,2740,39,WhiteEuropean,High School/GED,Female,1,102,82,110,51,11,29,0,1,29,0,Filler ID,NA,70,1,1,yes
Exp1,2741,54,WhiteEuropean,4-Year College Degree (BA BS),Male,3,67,110,9,19,64,15,1,1,110,1,Correct ID,1,100,1,1,yes
Exp1,2742,38,BlackAfrican,NR,Female,3,16,110,77,36,40,47,0,1,110,0,False ID,0,50,1,1,yes
Exp1,2743,36,AsianIndian,4-Year College Degree (BA BS),Male,3,97,110,87,47,52,24,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Exp1,2744,37,WhiteEuropean,High School/GED,Male,1,33,31,110,100,84,52,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Exp1,2745,28,WhiteEuropean,4-Year College Degree (BA BS),Female,1,63,84,3,71,110,75,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,2746,59,WhiteEuropean,4-Year College Degree (BA BS),Female,3,35,110,3,41,59,87,0,1,110,0,False ID,0,50,1,1,yes
Exp1,2747,33,WhiteEuropean,4-Year College Degree (BA BS),Male,3,104,108,84,107,83,110,0,1,108,0,Filler ID,NA,60,1,1,yes
Exp1,2748,24,WhiteEuropean,2-Year College Degree (Associates),Female,2,85,12,37,110,10,49,0,1,110,0,False ID,0,60,1,1,yes
Exp1,2749,34,WhiteEuropean,High School/GED,Male,2,73,110,95,27,3,17,1,1,73,0,Filler ID,NA,80,1,1,yes
Exp1,2750,34,WhiteEuropean,4-Year College Degree (BA BS),Male,2,96,19,110,29,99,4,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Exp1,2752,32,WhiteEuropean,4-Year College Degree (BA BS),Female,1,10,59,70,72,110,5,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,2753,21,NR,Currently Attending College,Female,3,23,49,67,92,107,110,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Exp1,2754,30,WhiteEuropean,4-Year College Degree (BA BS),Female,1,26,42,107,90,110,96,0,1,90,0,Filler ID,NA,80,1,1,yes
Exp1,2755,62,WhiteEuropean,2-Year College Degree (Associates),Male,3,60,110,56,12,88,101,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,2756,35,WhiteEuropean,High School/GED,Male,1,13,1,103,57,24,110,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,2757,23,WhiteEuropean,4-Year College Degree (BA BS),Male,2,70,18,66,105,110,109,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2758,45,WhiteEuropean,High School/GED,Female,3,8,78,70,10,110,6,1,1,110,1,Correct ID,1,100,1,1,yes
Exp1,2759,46,WhiteEuropean,4-Year College Degree (BA BS),Male,1,44,110,52,36,88,37,1,0,Not present,0,Incorrect Reject,NA,100,1,1,yes
Exp1,2761,30,WhiteEuropean,Masters Degree,Male,2,110,27,88,94,14,43,0,1,110,0,False ID,0,60,1,1,yes
Exp1,2762,34,WhiteEuropean,4-Year College Degree (BA BS),Male,2,54,110,48,23,37,16,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2765,31,WhiteEuropean,4-Year College Degree (BA BS),Female,3,44,58,107,31,21,110,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,2766,32,LatinHispanic,2-Year College Degree (Associates),Male,1,7,110,90,47,76,55,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,2768,31,AsianIndian,4-Year College Degree (BA BS),Female,1,75,44,71,60,74,110,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Exp1,2771,48,WhiteEuropean,4-Year College Degree (BA BS),Female,1,88,68,110,3,30,60,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Exp1,2772,27,WhiteEuropean,Currently Attending College,Female,2,78,98,110,74,80,89,0,1,98,0,Filler ID,NA,70,1,1,yes
Exp1,2773,28,BlackAfrican,Masters Degree,Female,3,110,67,103,36,20,73,1,1,110,1,Correct ID,1,60,1,1,yes
Exp1,2774,25,AsianIndian,2-Year College Degree (Associates),Female,2,110,33,87,57,90,26,1,1,33,0,Filler ID,NA,100,1,1,yes
Exp1,2775,22,WhiteEuropean,Currently Attending College,Female,2,98,110,77,51,10,35,1,1,110,1,Correct ID,1,30,1,1,yes
Exp1,2776,21,WhiteEuropean,Currently Attending College,Female,2,110,48,82,23,81,78,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2777,42,WhiteEuropean,High School/GED,Male,2,66,106,96,110,3,57,0,1,106,0,Filler ID,NA,40,1,1,yes
Exp1,2778,26,WhiteEuropean,4-Year College Degree (BA BS),Male,2,30,83,95,110,45,80,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2779,28,WhiteEuropean,Masters Degree,Male,1,110,29,80,97,19,49,1,1,110,1,Correct ID,1,50,1,1,yes
Exp1,2780,28,AsianIndian,Masters Degree,Female,1,98,24,110,33,1,46,1,1,46,0,Filler ID,NA,60,1,1,yes
Exp1,2781,47,WhiteEuropean,4-Year College Degree (BA BS),Male,2,66,68,110,92,52,93,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Exp1,2782,28,WhiteEuropean,Masters Degree,Female,3,41,46,110,78,62,13,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,2783,41,WhiteEuropean,Masters Degree,Male,1,94,87,9,58,109,110,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Exp1,2784,50,WhiteEuropean,2-Year College Degree (Associates),Female,3,96,1,110,79,92,63,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,2785,45,WhiteEuropean,4-Year College Degree (BA BS),Male,3,31,51,61,52,58,110,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2786,45,WhiteEuropean,4-Year College Degree (BA BS),Male,3,69,73,15,98,110,106,0,1,73,0,Filler ID,NA,70,1,1,yes
Exp1,2787,41,Mixed Ethnicity,High School/GED,Female,2,91,81,29,105,50,110,0,1,105,0,Filler ID,NA,50,1,1,yes
Exp1,2788,40,WhiteEuropean,2-Year College Degree (Associates),Male,1,81,32,66,76,78,110,0,1,32,0,Filler ID,NA,60,1,1,yes
Exp1,2789,31,AsianIndian,Masters Degree,Female,3,98,106,107,16,110,48,1,0,Not present,0,Incorrect Reject,NA,60,1,1,yes
Exp1,2790,18,WhiteEuropean,High School/GED,Male,2,73,110,62,32,28,44,1,1,110,1,Correct ID,1,90,1,1,yes
Exp1,2791,31,Other,4-Year College Degree (BA BS),Female,1,56,63,97,101,35,110,0,1,35,0,Filler ID,NA,70,1,1,yes
Exp1,2792,68,WhiteEuropean,4-Year College Degree (BA BS),Female,2,108,41,110,14,67,16,1,1,41,0,Filler ID,NA,70,1,1,yes
Exp1,2793,31,Other,High School/GED,Female,3,77,15,88,44,110,5,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Exp1,2795,35,WhiteEuropean,High School/GED,Female,3,65,70,50,72,105,110,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Exp1,2797,53,Mixed Ethnicity,High School/GED,Female,3,33,4,110,106,28,36,0,1,110,0,False ID,0,80,1,1,yes
Exp1,2799,19,WhiteEuropean,High School/GED,Female,1,88,79,110,37,70,77,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Exp1,2801,28,WhiteEuropean,Masters Degree,Female,2,110,54,76,77,6,79,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Exp1,2802,26,WhiteEuropean,Masters Degree,Male,2,110,68,85,35,100,44,0,1,110,0,False ID,0,70,1,1,yes
Exp1,2803,21,WhiteEuropean,High School/GED,Female,3,19,35,32,102,27,110,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Exp1,2805,31,WhiteEuropean,2-Year College Degree (Associates),Female,3,73,27,11,63,110,32,1,1,27,0,Filler ID,NA,60,1,1,yes
Exp1,2806,33,WhiteEuropean,4-Year College Degree (BA BS),Male,2,7,23,86,79,110,99,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Exp1,2807,25,WhiteEuropean,4-Year College Degree (BA BS),Male,3,62,38,3,84,110,6,0,1,62,0,Filler ID,NA,60,1,1,yes
Exp1,2808,26,BlackAfrican,4-Year College Degree (BA BS),Male,3,110,4,16,96,92,65,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2809,27,AsianIndian,4-Year College Degree (BA BS),Male,3,54,11,110,60,91,108,1,1,54,0,Filler ID,NA,100,1,1,yes
Exp1,2811,48,BlackAfrican,High School/GED,Female,1,59,110,94,85,49,98,0,1,98,0,Filler ID,NA,100,1,1,yes
Exp1,2812,56,WhiteEuropean,2-Year College Degree (Associates),Female,2,54,78,110,83,1,14,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,2813,25,WhiteEuropean,4-Year College Degree (BA BS),Male,2,77,19,56,4,89,110,0,0,Not present,1,Correct Reject,NA,70,1,1,yes
Exp1,2814,29,Other,4-Year College Degree (BA BS),Male,2,83,100,65,110,51,17,0,1,51,0,Filler ID,NA,100,1,1,yes
Exp1,2816,37,WhiteEuropean,2-Year College Degree (Associates),Female,2,108,1,75,17,2,110,0,0,Not present,1,Correct Reject,NA,100,1,1,yes
Exp1,2817,35,WhiteEuropean,ProfessioNULLl Degree (MD JD),Female,2,107,90,42,44,110,74,1,1,110,1,Correct ID,1,80,1,1,yes
Exp1,2818,30,WhiteEuropean,4-Year College Degree (BA BS),Male,3,45,19,54,83,110,29,1,0,Not present,0,Incorrect Reject,NA,80,1,1,yes
Exp1,2820,58,WhiteEuropean,2-Year College Degree (Associates),Female,3,11,78,110,87,67,2,0,0,Not present,1,Correct Reject,NA,60,1,1,yes
Exp1,2821,61,WhiteEuropean,4-Year College Degree (BA BS),Female,3,110,44,90,5,31,59,1,1,110,1,Correct ID,1,70,1,1,yes
Exp1,2822,22,WhiteEuropean,High School/GED,Female,3,83,48,110,21,42,43,1,0,Not present,0,Incorrect Reject,NA,90,1,1,yes
Exp1,2823,75,WhiteEuropean,High School/GED,Male,2,110,64,15,103,100,86,0,1,103,0,Filler ID,NA,90,1,1,yes
Exp1,2824,25,AsianIndian,4-Year College Degree (BA BS),Male,2,110,106,92,96,99,9,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2825,19,WhiteEuropean,Currently Attending College,Male,2,7,65,110,15,94,109,0,1,15,0,Filler ID,NA,50,1,1,yes
Exp1,2826,28,WhiteEuropean,4-Year College Degree (BA BS),Female,3,13,102,18,110,17,15,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2827,26,WhiteEuropean,2-Year College Degree (Associates),Female,1,85,23,110,45,49,3,1,1,110,1,Correct ID,1,60,1,1,yes
Exp1,2828,22,Mixed Ethnicity,4-Year College Degree (BA BS),Female,3,17,6,14,110,45,49,0,0,Not present,1,Correct Reject,NA,90,1,1,yes
Exp1,2830,32,LatinHispanic,High School/GED,Female,1,107,94,82,100,110,97,0,0,Not present,1,Correct Reject,NA,50,1,1,yes
Exp1,2831,35,WhiteEuropean,2-Year College Degree (Associates),Female,3,28,10,109,110,95,106,1,0,Not present,0,Incorrect Reject,NA,70,1,1,yes
Exp1,2832,33,WhiteEuropean,Masters Degree,Female,1,6,60,48,110,55,76,0,0,Not present,1,Correct Reject,NA,80,1,1,yes
Exp1,2834,34,AsianIndian,Masters Degree,Female,3,44,13,110,16,23,10,0,1,10,0,Filler ID,NA,50,1,1,yes
